date,q_predicted,Store,prediction_datetime
2022-01-10 20:00:00,49.81129480412615,1.0,2022-07-15 00:52:22.438772
2022-01-10 20:00:00,72.4468966151867,5.0,2022-07-15 00:52:22.438772
2022-01-10 20:00:00,34.21719145683796,9.0,2022-07-15 00:52:22.438772
2022-01-10 20:30:00,52.54004662673499,1.0,2022-07-15 00:52:22.438772
2022-01-10 20:30:00,73.56500297764065,5.0,2022-07-15 00:52:22.438772
2022-01-10 20:30:00,30.883551446040325,9.0,2022-07-15 00:52:22.438772
2022-01-10 21:00:00,54.61594621220261,1.0,2022-07-15 00:52:22.438772
2022-01-10 21:00:00,84.93623746799088,5.0,2022-07-15 00:52:22.438772
2022-01-10 21:00:00,35.64987027569153,9.0,2022-07-15 00:52:22.438772
2022-01-10 21:30:00,51.34504739286825,1.0,2022-07-15 00:52:22.438772
2022-01-10 21:30:00,81.98913121396306,5.0,2022-07-15 00:52:22.438772
2022-01-10 21:30:00,36.7136079889569,9.0,2022-07-15 00:52:22.438772
2022-01-10 22:00:00,61.96041433575979,1.0,2022-07-15 00:52:22.438772
2022-01-10 22:00:00,86.33836100833291,5.0,2022-07-15 00:52:22.438772
2022-01-10 22:00:00,40.48108194208937,9.0,2022-07-15 00:52:22.438772
2022-01-10 22:30:00,58.89485985519424,1.0,2022-07-15 00:52:22.438772
2022-01-10 22:30:00,87.45820828655147,5.0,2022-07-15 00:52:22.438772
2022-01-10 22:30:00,40.56882907091229,9.0,2022-07-15 00:52:22.438772
2022-01-10 23:00:00,61.80635068282342,1.0,2022-07-15 00:52:22.438772
2022-01-10 23:00:00,99.57360597498368,5.0,2022-07-15 00:52:22.438772
2022-01-10 23:00:00,41.40152728656681,9.0,2022-07-15 00:52:22.438772
2022-01-10 23:30:00,65.97589633921775,1.0,2022-07-15 00:52:22.438772
2022-01-10 23:30:00,91.30902590882323,5.0,2022-07-15 00:52:22.438772
2022-01-10 23:30:00,40.524091328541104,9.0,2022-07-15 00:52:22.438772
2022-01-11 00:00:00,75.61977370245829,1.0,2022-07-15 00:52:22.438772
2022-01-11 00:00:00,94.5306597418604,5.0,2022-07-15 00:52:22.438772
2022-01-11 00:00:00,42.95649332012863,9.0,2022-07-15 00:52:22.438772
2022-01-11 00:30:00,80.7681695190571,1.0,2022-07-15 00:52:22.438772
2022-01-11 00:30:00,94.47727947438659,5.0,2022-07-15 00:52:22.438772
2022-01-11 00:30:00,41.705115348589345,9.0,2022-07-15 00:52:22.438772
2022-01-11 01:00:00,78.306310769716,1.0,2022-07-15 00:52:22.438772
2022-01-11 01:00:00,86.88787606108339,5.0,2022-07-15 00:52:22.438772
2022-01-11 01:00:00,41.76048048187113,9.0,2022-07-15 00:52:22.438772
2022-01-11 01:30:00,83.13017089805287,1.0,2022-07-15 00:52:22.438772
2022-01-11 01:30:00,90.50045554270145,5.0,2022-07-15 00:52:22.438772
2022-01-11 01:30:00,44.64167823007524,9.0,2022-07-15 00:52:22.438772
2022-01-11 02:00:00,84.37422431581155,1.0,2022-07-15 00:52:22.438772
2022-01-11 02:00:00,84.45314358581541,5.0,2022-07-15 00:52:22.438772
2022-01-11 02:00:00,41.80198865232615,9.0,2022-07-15 00:52:22.438772
2022-01-11 02:30:00,82.74835951344204,1.0,2022-07-15 00:52:22.438772
2022-01-11 02:30:00,93.98058691246429,5.0,2022-07-15 00:52:22.438772
2022-01-11 02:30:00,37.422585803407046,9.0,2022-07-15 00:52:22.438772
2022-01-11 03:00:00,82.71175659605089,1.0,2022-07-15 00:52:22.438772
2022-01-11 03:00:00,97.72919638614066,5.0,2022-07-15 00:52:22.438772
2022-01-11 03:00:00,32.906418574701135,9.0,2022-07-15 00:52:22.438772
2022-01-11 03:30:00,71.77353048216403,1.0,2022-07-15 00:52:22.438772
2022-01-11 03:30:00,88.2349594792436,5.0,2022-07-15 00:52:22.438772
2022-01-11 03:30:00,27.12849976669752,9.0,2022-07-15 00:52:22.438772
2022-01-11 04:00:00,70.99519263729945,1.0,2022-07-15 00:52:22.438772
2022-01-11 04:00:00,71.46382700586692,5.0,2022-07-15 00:52:22.438772
2022-01-11 04:00:00,21.7167499662174,9.0,2022-07-15 00:52:22.438772
2022-01-11 04:30:00,47.80012753604363,1.0,2022-07-15 00:52:22.438772
2022-01-11 04:30:00,54.936999681122174,5.0,2022-07-15 00:52:22.438772
2022-01-11 04:30:00,16.794413042772874,9.0,2022-07-15 00:52:22.438772
2022-01-11 05:00:00,33.01923969323363,1.0,2022-07-15 00:52:22.438772
2022-01-11 05:00:00,33.474360326081865,5.0,2022-07-15 00:52:22.438772
2022-01-11 05:00:00,9.113212944296631,9.0,2022-07-15 00:52:22.438772
2022-01-11 05:30:00,22.075399661591497,1.0,2022-07-15 00:52:22.438772
2022-01-11 05:30:00,26.077430921300802,5.0,2022-07-15 00:52:22.438772
2022-01-11 05:30:00,8.038357620267053,9.0,2022-07-15 00:52:22.438772
2022-01-11 06:00:00,13.789552375677232,1.0,2022-07-15 00:52:22.438772
2022-01-11 06:00:00,16.97592910338745,5.0,2022-07-15 00:52:22.438772
2022-01-11 06:00:00,6.780033971892426,9.0,2022-07-15 00:52:22.438772
2022-01-11 06:30:00,11.939100663684627,1.0,2022-07-15 00:52:22.438772
2022-01-11 06:30:00,13.9763237578316,5.0,2022-07-15 00:52:22.438772
2022-01-11 06:30:00,3.5747991417912246,9.0,2022-07-15 00:52:22.438772
2022-01-11 07:00:00,7.530080346762361,1.0,2022-07-15 00:52:22.438772
2022-01-11 07:00:00,8.891894737275123,5.0,2022-07-15 00:52:22.438772
2022-01-11 07:00:00,3.807578112402176,9.0,2022-07-15 00:52:22.438772
2022-01-11 07:30:00,6.365246827163922,1.0,2022-07-15 00:52:22.438772
2022-01-11 07:30:00,7.762649020354253,5.0,2022-07-15 00:52:22.438772
